country,country_m49,year,milk_species,milk_tonnes,ch4_ktco2e,kg_co2e_per_ton_milk
Colombia,170,2023,Raw milk of cattle,7309000.0,257.1474,0.035182295799699004
Comoros,174,2020,Raw milk of cattle,13049.92,0.4584,0.035126652117407613
Comoros,174,2021,Raw milk of cattle,13074.2,0.4578,0.035015526762631748
Comoros,174,2022,Raw milk of cattle,13064.29,0.4587,0.035110978093719596
Comoros,174,2023,Raw milk of cattle,13091.28,0.45949999999999996,0.035099699952945769
Congo,178,2023,Raw milk of cattle,4464.75,0.15919999999999998,0.035657091662467104
Congo,178,2020,Raw milk of cattle,4456.09,0.1604,0.035995682313418258
Congo,178,2022,Raw milk of cattle,4463.49,0.15949999999999998,0.035734369293982958
Congo,178,2021,Raw milk of cattle,4470.23,0.1598,0.035747601353845332
Democratic Republic of the Congo,180,2021,Raw milk of cattle,8831.86,0.4678,0.052967325116113705
Democratic Republic of the Congo,180,2020,Raw milk of cattle,8370.62,0.4408,0.052660376411783116
Democratic Republic of the Congo,180,2023,Raw milk of cattle,9831.99,0.5266,0.053559859194323829
Democratic Republic of the Congo,180,2022,Raw milk of cattle,9318.52,0.4964,0.053270261801230241
Costa Rica,188,2021,Raw milk of cattle,1202445.5,57.8008,0.048069371959061767
Costa Rica,188,2023,Raw milk of cattle,1374094.0,59.0695,0.042987961522283048
Costa Rica,188,2020,Raw milk of cattle,1201444.0,61.198299999999996,0.050937288795815695
Costa Rica,188,2022,Raw milk of cattle,1219694.0,50.413900000000005,0.041333236041170993
Croatia,191,2021,Raw milk of cattle,558000.0,14.2341,0.025509139784946237
Croatia,191,2022,Raw milk of cattle,522000.0,11.0244,0.021119540229885058
Croatia,191,2023,Raw milk of cattle,468000.0,9.9080000000000013,0.021170940170940174
Croatia,191,2020,Raw milk of cattle,596000.0,15.3505,0.025755872483221476
Cuba,192,2023,Raw milk of cattle,230800.0,23.0367,0.099812391681109183
Cuba,192,2021,Raw milk of cattle,374200.0,22.3518,0.059732228754676639
Cuba,192,2022,Raw milk of cattle,369600.0,23.9896,0.0649069264069264
Cuba,192,2020,Raw milk of cattle,455337.0,22.7686,0.050003843307264727
Cyprus,196,2023,Raw milk of cattle,303910.0,1.8557,0.006106084038037576
Cyprus,196,2021,Raw milk of cattle,298140.0,1.8681,0.0062658482592070847
Cyprus,196,2020,Raw milk of cattle,275160.0,1.8955,0.0068887192905945629
Cyprus,196,2022,Raw milk of cattle,286750.0,1.8345,0.0063975588491717523
Czechia,203,2021,Raw milk of cattle,3309910.0,39.8586,0.012042200543217189
Czechia,203,2023,Raw milk of cattle,3475280.0,39.3426,0.011320699339333809
Czechia,203,2020,Raw milk of cattle,3267730.0,39.271100000000004,0.012017853372218636
Czechia,203,2022,Raw milk of cattle,3339160.0,39.231500000000004,0.011748912900250364
Benin,204,2020,Raw milk of cattle,95994.71,21.9017,0.22815528063994359
Benin,204,2023,Raw milk of cattle,136873.0,26.8701,0.19631410139326239
Benin,204,2022,Raw milk of cattle,114625.95,26.1525,0.22815514287994995
Benin,204,2021,Raw milk of cattle,104897.49,23.9329,0.22815512554208875
Denmark,208,2023,Raw milk of cattle,5687000.0,75.4625,0.013269298399859328
Denmark,208,2020,Raw milk of cattle,5666000.0,77.97,0.013761030709495234
Denmark,208,2022,Raw milk of cattle,5664000.0,76.728000000000009,0.013546610169491527
Denmark,208,2021,Raw milk of cattle,5644000.0,77.14200000000001,0.013667965981573355
Dominica,212,2022,Raw milk of cattle,6985.2,0.5464,0.078222527629845953
Dominica,212,2020,Raw milk of cattle,6975.9,0.5448,0.078097449791424758
Dominica,212,2021,Raw milk of cattle,6980.04,0.5456,0.0781657411705377
Dominica,212,2023,Raw milk of cattle,6990.94,0.54719999999999991,0.078272735855264092
Dominican Republic,214,2021,Raw milk of cattle,861564.88,41.366699999999994,0.048013447344789628
Dominican Republic,214,2023,Raw milk of cattle,862164.34,41.3396,0.04794863123195283
Dominican Republic,214,2022,Raw milk of cattle,860770.65,41.772200000000005,0.048528838663353592
Dominican Republic,214,2020,Raw milk of cattle,891531.27,40.88,0.045853691705059318
Ecuador,218,2021,Raw milk of cattle,2145000.0,61.8102,0.028815944055944058
Ecuador,218,2023,Raw milk of cattle,2100200.0,61.4316,0.02925035710884678
Ecuador,218,2022,Raw milk of cattle,2071000.0,59.4998,0.028729985514244327
Ecuador,218,2020,Raw milk of cattle,2315400.0,70.2639,0.030346333246955175
El Salvador,222,2020,Raw milk of cattle,410391.4,26.088299999999997,0.0635693145616599
El Salvador,222,2022,Raw milk of cattle,421000.0,25.2607,0.06000166270783848
El Salvador,222,2021,Raw milk of cattle,419550.0,26.7175,0.063681325229412472
El Salvador,222,2023,Raw milk of cattle,416980.47,26.0222,0.062406280083093589
Ethiopia,231,2022,Raw milk of cattle,3866052.0,423.3963,0.10951645244295731
Ethiopia,231,2021,Raw milk of cattle,3439666.97,416.3786,0.12105200986943219
Ethiopia,231,2020,Raw milk of cattle,3438252.69,355.1509,0.10329400774787148
Ethiopia,231,2023,Raw milk of cattle,3442497.27,440.81530000000004,0.12805102384293249
Eritrea,232,2020,Raw milk of cattle,120000.0,33.839999999999996,0.28199999999999992
Eritrea,232,2022,Raw milk of cattle,120000.0,33.839999999999996,0.28199999999999992
Eritrea,232,2023,Raw milk of cattle,120000.0,33.839999999999996,0.28199999999999992
Eritrea,232,2021,Raw milk of cattle,120000.0,33.839999999999996,0.28199999999999992
Estonia,233,2022,Raw milk of cattle,848100.0,11.556099999999999,0.013625869590850133
Estonia,233,2021,Raw milk of cattle,838700.0,11.5506,0.013772028138786216
Estonia,233,2023,Raw milk of cattle,894200.0,11.502400000000002,0.012863341534332365
Estonia,233,2020,Raw milk of cattle,848300.0,11.6334,0.013713780502180832
Faroe Islands,234,2020,Raw milk of cattle,7556.0,0.1584,0.020963472736897831
Faroe Islands,234,2021,Raw milk of cattle,7763.0,0.15830000000000002,0.020391601185108851
Faroe Islands,234,2022,Raw milk of cattle,7200.0,0.1023,0.014208333333333333
Faroe Islands,234,2023,Raw milk of cattle,7030.0,0.1493,0.021237553342816497
Fiji,242,2022,Raw milk of cattle,13904.0,4.0068,0.28817606444188726
Fiji,242,2021,Raw milk of cattle,11399.0,4.0242,0.35303096762873937
Fiji,242,2023,Raw milk of cattle,12737.0,5.5049,0.4321975347413049
Fiji,242,2020,Raw milk of cattle,12393.0,3.9144,0.3158557250060518
Finland,246,2022,Raw milk of cattle,2258630.0,33.557500000000005,0.014857457839486771
Finland,246,2020,Raw milk of cattle,2406520.0,35.2755,0.014658303276099929
Finland,246,2023,Raw milk of cattle,2239000.0,32.6053,0.014562438588655649
Finland,246,2021,Raw milk of cattle,2314850.0,34.2971,0.014816121994945676
France,250,2023,Raw milk of cattle,23993580.0,440.1973,0.018346461845210261
France,250,2020,Raw milk of cattle,25234840.0,473.73170000000005,0.018772922673573524
France,250,2022,Raw milk of cattle,24606350.0,449.4141,0.018264151326791662
France,250,2021,Raw milk of cattle,24760620.0,462.09590000000003,0.01866253349067996
French Polynesia,258,2020,Raw milk of cattle,800.0,0.0559,0.069874999999999993
French Polynesia,258,2022,Raw milk of cattle,632.72,0.0559,0.088348716651915529
French Polynesia,258,2023,Raw milk of cattle,529.59,0.0525,0.099133291791763431
French Polynesia,258,2021,Raw milk of cattle,784.1,0.0557,0.071036857543680651
Djibouti,262,2022,Raw milk of cattle,9126.08,1.2211,0.13380334163189453
Djibouti,262,2023,Raw milk of cattle,9160.76,1.2243,0.13364611669774124
Djibouti,262,2020,Raw milk of cattle,9050.5,1.216,0.13435721783326887
Djibouti,262,2021,Raw milk of cattle,9100.11,1.2179,0.13383354706701348
Gabon,266,2021,Raw milk of cattle,10626.07,0.3828,0.036024607404242584
Gabon,266,2023,Raw milk of cattle,10699.44,0.38539999999999996,0.036020576777850054
Gabon,266,2022,Raw milk of cattle,10664.25,0.3842,0.036026912347328688
Gabon,266,2020,Raw milk of cattle,10533.63,0.3811,0.036179360771168158
Georgia,268,2022,Raw milk of cattle,571032.0,21.6816,0.037969150590509808
Georgia,268,2021,Raw milk of cattle,594619.0,21.638399999999997,0.036390360886550878
Georgia,268,2020,Raw milk of cattle,575461.0,21.206400000000002,0.036851150642702113
Georgia,268,2023,Raw milk of cattle,591941.0,20.7072,0.034981864746655496
Gambia,270,2023,Raw milk of cattle,51890.51,1.7530000000000001,0.033782670472886078
Gambia,270,2020,Raw milk of cattle,49686.97,1.7797,0.035818243696486222
Gambia,270,2022,Raw milk of cattle,49313.8,1.7641,0.035772947937494165
Gambia,270,2021,Raw milk of cattle,49500.06,1.7719,0.035795916206970257
Palestine,275,2020,Raw milk of cattle,71206.25,0.71820000000000006,0.010086193276573336
Palestine,275,2021,Raw milk of cattle,171913.0,1.5087,0.0087759506261888276
Palestine,275,2022,Raw milk of cattle,172000.0,1.2038,0.0069988372093023254
Germany,276,2020,Raw milk of cattle,33164910.0,541.1546,0.016317083326925958
Germany,276,2023,Raw milk of cattle,34012620.0,512.3691,0.015064087976756861
Germany,276,2022,Raw milk of cattle,32399050.0,525.74129999999991,0.016227059126733653
Germany,276,2021,Raw milk of cattle,32506910.0,528.9153,0.016270857488453996
Ghana,288,2023,Raw milk of cattle,50460.99,18.2988,0.36263259995493546
Ghana,288,2022,Raw milk of cattle,49487.6,18.0065,0.36385882524107049
Ghana,288,2020,Raw milk of cattle,47802.95,17.0924,0.35755952300014965
Ghana,288,2021,Raw milk of cattle,48756.54,17.523200000000003,0.35940204124410807
Greece,300,2023,Raw milk of cattle,669620.0,13.0245,0.019450583913264239
Greece,300,2020,Raw milk of cattle,683460.0,13.111899999999999,0.019184590173528807
Greece,300,2022,Raw milk of cattle,691250.0,11.7279,0.01696622061482821
Greece,300,2021,Raw milk of cattle,710930.0,13.301300000000001,0.01870971825636842
Grenada,308,2021,Raw milk of cattle,598.8,0.0577,0.096359385437541759
Grenada,308,2020,Raw milk of cattle,610.0,0.0574,0.0940983606557377
Grenada,308,2023,Raw milk of cattle,581.13,0.0587,0.10101010101010102
Grenada,308,2022,Raw milk of cattle,590.09,0.0582,0.098629022691453849
Guatemala,320,2023,Raw milk of cattle,559650.0,52.743599999999994,0.094243902439024377
Guatemala,320,2022,Raw milk of cattle,548990.0,52.1511,0.09499462649592888
Guatemala,320,2020,Raw milk of cattle,558720.0,50.9539,0.091197558705612816
Guatemala,320,2021,Raw milk of cattle,586945.0,51.5578,0.087840939099915666
Guinea,324,2020,Raw milk of cattle,209196.0,41.7095,0.19938000726591332
Guinea,324,2022,Raw milk of cattle,232773.14,45.424400000000006,0.19514450851159204
Guinea,324,2021,Raw milk of cattle,220670.0,43.5273,0.19725064576063803
Guinea,324,2023,Raw milk of cattle,235000.0,43.608599999999996,0.18556851063829788
Guyana,328,2020,Raw milk of cattle,21000.0,2.8859999999999997,0.1374285714285714
Guyana,328,2022,Raw milk of cattle,20436.0,2.8859999999999997,0.14122137404580151
Guyana,328,2021,Raw milk of cattle,20989.92,2.8859999999999997,0.13749456882160579
Guyana,328,2023,Raw milk of cattle,28591.0,2.8859999999999997,0.10094085551397292
Haiti,332,2021,Raw milk of cattle,47109.36,14.1264,0.29986397607609189
Haiti,332,2020,Raw milk of cattle,47142.7,14.1354,0.29984281765787707
Haiti,332,2023,Raw milk of cattle,47129.62,14.2477,0.30230882404738252
Haiti,332,2022,Raw milk of cattle,47027.34,14.1869,0.30167345208127871
Honduras,340,2023,Raw milk of cattle,693072.71,37.3619,0.053907619591601008
Honduras,340,2020,Raw milk of cattle,685749.29,36.776199999999996,0.053629220673345496
Honduras,340,2022,Raw milk of cattle,690537.04,37.165899999999993,0.053821732719797323
Honduras,340,2021,Raw milk of cattle,688395.88,36.9698,0.0537042726054665
"China, Hong Kong SAR",344,2020,Raw milk of cattle,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2023,Raw milk of cattle,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2021,Raw milk of cattle,60.0,0.0019,0.031666666666666662
"China, Hong Kong SAR",344,2022,Raw milk of cattle,60.0,0.0019,0.031666666666666662
Hungary,348,2021,Raw milk of cattle,2080230.0,31.0145,0.014909168697692082
Hungary,348,2020,Raw milk of cattle,2014330.0,27.2274,0.013516851757159947
Hungary,348,2023,Raw milk of cattle,2027570.0,29.3142,0.014457799237510912
Hungary,348,2022,Raw milk of cattle,2040340.0,30.6833,0.015038326945509082
Iceland,352,2023,Raw milk of cattle,155975.0,3.9686,0.025443821125180316
Iceland,352,2022,Raw milk of cattle,152405.0,3.5492,0.023287949870411075
Iceland,352,2021,Raw milk of cattle,153294.0,3.5564999999999998,0.023200516654272182
Iceland,352,2020,Raw milk of cattle,155495.0,3.5553,0.022864400784591142
India,356,2022,Raw milk of cattle,119677594.0,3815.4231,0.031880847303798573
India,356,2020,Raw milk of cattle,108306663.52,3627.8883,0.03349644594425228
India,356,2023,Raw milk of cattle,127105138.0,4006.5587,0.031521610873039611
India,356,2021,Raw milk of cattle,115839640.0,3755.7216,0.032421730592394796
Indonesia,360,2020,Raw milk of cattle,946913.0,54.108500000000006,0.057141997205656707
Indonesia,360,2022,Raw milk of cattle,968980.0,56.480199999999996,0.05828830316415199
Indonesia,360,2021,Raw milk of cattle,946388.0,55.4582,0.058599855450407232
Indonesia,360,2023,Raw milk of cattle,787374.38,53.1113,0.067453680674750938
Iran (Islamic Republic of),364,2023,Raw milk of cattle,7654331.0,126.0605,0.016469172812098143
Iran (Islamic Republic of),364,2021,Raw milk of cattle,7957000.0,142.695,0.017933266306396883
Iran (Islamic Republic of),364,2022,Raw milk of cattle,7497000.0,139.797,0.018647058823529412
Iran (Islamic Republic of),364,2020,Raw milk of cattle,7508993.0,128.43,0.017103491773131231
Iraq,368,2022,Raw milk of cattle,232493.0,20.5766,0.088504170018022035
Iraq,368,2023,Raw milk of cattle,237507.0,20.9336,0.088138875906815378
Iraq,368,2020,Raw milk of cattle,223097.0,19.880699999999997,0.089112359198017
Iraq,368,2021,Raw milk of cattle,228107.0,20.2256,0.088667160586917537
Ireland,372,2023,Raw milk of cattle,8730710.0,208.4987,0.023881070382592025
Ireland,372,2021,Raw milk of cattle,9039990.0,207.7273,0.022978709047244524
Ireland,372,2022,Raw milk of cattle,9108280.0,208.4228,0.022882783577140797
Ireland,372,2020,Raw milk of cattle,8561470.0,200.9349,0.023469672848237508
Israel,376,2022,Raw milk of cattle,1647175.0,5.7784,0.0035080668417138438
Israel,376,2023,Raw milk of cattle,1646401.0,5.5623999999999993,0.003378520785640922
Israel,376,2021,Raw milk of cattle,1630222.0,5.76,0.0035332611141304683
Israel,376,2020,Raw milk of cattle,1610003.0,5.9078,0.0036694341563338704
Italy,380,2020,Raw milk of cattle,12712480.0,266.6879,0.020978432217789136
Italy,380,2022,Raw milk of cattle,13181870.0,265.7943,0.020163626253331283
Italy,380,2021,Raw milk of cattle,13202450.0,262.8542,0.019909501645527915
Italy,380,2023,Raw milk of cattle,13058970.0,257.6708,0.0197313264369242
Côte d'Ivoire,384,2020,Raw milk of cattle,34668.11,14.9836,0.43220123623699125
Côte d'Ivoire,384,2022,Raw milk of cattle,36768.92,15.6591,0.42587870407942363
Côte d'Ivoire,384,2023,Raw milk of cattle,37805.47,15.349699999999999,0.40601796512515248
Côte d'Ivoire,384,2021,Raw milk of cattle,35759.69,15.4065,0.43083427177360872
Jamaica,388,2020,Raw milk of cattle,12205.0,0.40499999999999997,0.033183121671446124
Jamaica,388,2021,Raw milk of cattle,11800.0,0.4693,0.039771186440677966
Jamaica,388,2023,Raw milk of cattle,10394.0,0.2814,0.027073311525880314
Jamaica,388,2022,Raw milk of cattle,12399.0,0.361,0.029115251229937897
Japan,392,2021,Raw milk of cattle,7592061.0,66.1958,0.0087190816828263112
Japan,392,2023,Raw milk of cattle,7298933.0,65.2059,0.0089336208456770334
Japan,392,2020,Raw milk of cattle,7438218.0,65.3852,0.00879043878520366
Japan,392,2022,Raw milk of cattle,7617473.0,67.1623,0.008816874047338271
Kazakhstan,398,2023,Raw milk of cattle,3420415.6,103.5921,0.030286407300913962
Kazakhstan,398,2022,Raw milk of cattle,3308439.8,100.254,0.030302500894832666
Kazakhstan,398,2020,Raw milk of cattle,3143228.71,95.249,0.03030291741004109
Kazakhstan,398,2021,Raw milk of cattle,3245035.92,98.329,0.030301359499280981
Jordan,400,2020,Raw milk of cattle,299819.0,2.0786,0.0069328494858564666
Jordan,400,2023,Raw milk of cattle,485599.96,2.1984,0.0045271832394714363
Jordan,400,2021,Raw milk of cattle,309072.0,2.1375,0.0069158642646373657
Jordan,400,2022,Raw milk of cattle,408059.0,2.2886,0.0056085026920126759
Kenya,404,2022,Raw milk of cattle,4742430.0,231.0441,0.048718505070185533
Kenya,404,2020,Raw milk of cattle,4169560.0,240.2799,0.057627159700304111
Kenya,404,2021,Raw milk of cattle,4780090.0,235.8456,0.049339154702108118
Kenya,404,2023,Raw milk of cattle,4705660.0,235.7232,0.050093546920091971
Democratic People's Republic of Korea,408,2022,Raw milk of cattle,83833.67,2.7674000000000003,0.033010603019049505
Democratic People's Republic of Korea,408,2023,Raw milk of cattle,84177.87,2.7762000000000002,0.032980164501667721
Democratic People's Republic of Korea,408,2021,Raw milk of cattle,84724.96,2.794,0.032977295002558867
Democratic People's Republic of Korea,408,2020,Raw milk of cattle,84911.33,2.7974,0.032944955637840084
Republic of Korea,410,2020,Raw milk of cattle,2088786.0,15.7832,0.0075561594150860842
Republic of Korea,410,2022,Raw milk of cattle,1975414.0,14.8826,0.0075339144098401653
Republic of Korea,410,2021,Raw milk of cattle,2034384.0,15.2957,0.0075185903939472588
Republic of Korea,410,2023,Raw milk of cattle,1929913.0,15.06,0.0078034605705024013
Kuwait,414,2020,Raw milk of cattle,51555.63,0.4601,0.0089243405618358272
Kuwait,414,2023,Raw milk of cattle,52398.46,0.4838,0.0092330957818225964
Kuwait,414,2022,Raw milk of cattle,53672.45,0.4724,0.00880153598354463
Kuwait,414,2021,Raw milk of cattle,52011.71,0.46359999999999996,0.0089133773913605222
Kyrgyzstan,417,2021,Raw milk of cattle,1698962.0,66.8992,0.039376513424078934
Kyrgyzstan,417,2020,Raw milk of cattle,1667973.0,65.8389,0.039472401531679469
Kyrgyzstan,417,2022,Raw milk of cattle,1734143.0,68.1969,0.039325995607052008
Kyrgyzstan,417,2023,Raw milk of cattle,1777613.0,69.4728,0.039082072419587395
Lao People's Democratic Republic,418,2021,Raw milk of cattle,8576.85,4.3373,0.50569847904533716
Lao People's Democratic Republic,418,2023,Raw milk of cattle,9070.36,4.6397,0.511523247147853
Lao People's Democratic Republic,418,2022,Raw milk of cattle,8822.96,4.4985,0.50986290315268346
Lao People's Democratic Republic,418,2020,Raw milk of cattle,8359.06,4.1960999999999995,0.50198228030424474
Lebanon,422,2022,Raw milk of cattle,201820.0,2.976,0.014745813100782875
Lebanon,422,2021,Raw milk of cattle,245457.0,2.976,0.012124323201212431
Lebanon,422,2023,Raw milk of cattle,188761.0,2.928,0.015511678789580475
Lebanon,422,2020,Raw milk of cattle,245959.0,2.88,0.011709268617940388
Lesotho,426,2023,Raw milk of cattle,225000.0,5.8547,0.026020888888888889
Lesotho,426,2022,Raw milk of cattle,205000.0,5.312,0.025912195121951219
Lesotho,426,2021,Raw milk of cattle,120000.0,5.8488,0.04874
Lesotho,426,2020,Raw milk of cattle,133000.0,5.7966000000000006,0.043583458646616544
Latvia,428,2021,Raw milk of cattle,990310.0,18.1056,0.018282759943855961
Latvia,428,2020,Raw milk of cattle,988200.0,18.7735,0.018997672535923903
Latvia,428,2022,Raw milk of cattle,973810.0,17.6309,0.01810507183126072
Latvia,428,2023,Raw milk of cattle,962180.0,16.4275,0.017073208755118585
Liberia,430,2021,Raw milk of cattle,8299.25,0.31,0.037352772840919361
Liberia,430,2022,Raw milk of cattle,8321.27,0.31339999999999996,0.037662520264334649
Liberia,430,2020,Raw milk of cattle,8207.31,0.3156,0.03845352496737664
Liberia,430,2023,Raw milk of cattle,8344.4,0.31749999999999995,0.038049470303437027
Libya,434,2020,Raw milk of cattle,145647.06,6.0237,0.041358198373520207
Libya,434,2023,Raw milk of cattle,142232.14,5.866,0.041242436484468271
Libya,434,2021,Raw milk of cattle,135559.57,5.5789,0.041154600888745806
Libya,434,2022,Raw milk of cattle,144644.04,5.9742999999999995,0.041303464698580039
Lithuania,440,2023,Raw milk of cattle,1470320.0,29.2533,0.019895873007236518
Lithuania,440,2021,Raw milk of cattle,1473280.0,31.0776,0.021094157254561249
Lithuania,440,2022,Raw milk of cattle,1517610.0,30.936899999999998,0.020385276849783539
Lithuania,440,2020,Raw milk of cattle,1488000.0,32.1402,0.021599596774193548
Luxembourg,442,2020,Raw milk of cattle,447340.0,7.4837,0.016729333392944964
Luxembourg,442,2022,Raw milk of cattle,449090.0,7.6355,0.017002159923400654
Luxembourg,442,2021,Raw milk of cattle,443280.0,7.5306999999999995,0.016988585092943511
Luxembourg,442,2023,Raw milk of cattle,469290.0,7.619,0.01623516375801743
Madagascar,450,2020,Raw milk of cattle,456008.55,71.196,0.15612865153515215
Madagascar,450,2023,Raw milk of cattle,439077.45,68.0823,0.15505760999568527
Madagascar,450,2021,Raw milk of cattle,417927.03,64.335,0.15393835617667512
Madagascar,450,2022,Raw milk of cattle,387947.31,58.958499999999994,0.15197553502819749
Malawi,454,2022,Raw milk of cattle,66078.41,7.1581,0.10832736441448879
Malawi,454,2023,Raw milk of cattle,68853.78,7.4119,0.10764695852573382
Malawi,454,2021,Raw milk of cattle,64047.11,7.0519000000000007,0.11010488997864229
Malawi,454,2020,Raw milk of cattle,63716.73,6.823,0.10708333588368392
Malaysia,458,2022,Raw milk of cattle,38951.25,4.0883,0.10495940438368474
Malaysia,458,2021,Raw milk of cattle,38728.9,4.521,0.11673453157719428
Malaysia,458,2020,Raw milk of cattle,41777.7,3.7434000000000003,0.089602826388240631
Malaysia,458,2023,Raw milk of cattle,40111.88,4.0032,0.09980085700296272
Mali,466,2022,Raw milk of cattle,302283.0,99.520900000000012,0.32923088628867653
Mali,466,2021,Raw milk of cattle,293481.0,96.6222,0.32922812720414613
Mali,466,2020,Raw milk of cattle,284933.0,93.8079,0.329227923757515
Mali,466,2023,Raw milk of cattle,311353.0,102.5065,0.32922920286620011
Malta,470,2020,Raw milk of cattle,42110.0,0.98089999999999988,0.023293754452624077
Malta,470,2022,Raw milk of cattle,38970.0,0.99059999999999993,0.025419553502694377
Malta,470,2023,Raw milk of cattle,37300.0,0.9599,0.025734584450402144
Malta,470,2021,Raw milk of cattle,39540.0,0.95019999999999993,0.024031360647445623
Mauritania,478,2020,Raw milk of cattle,148225.61,19.8559,0.13395728309028379
Mauritania,478,2022,Raw milk of cattle,148007.89,20.183300000000003,0.13636637884642502
Mauritania,478,2021,Raw milk of cattle,149695.52,19.9852,0.13350566536660552
Mauritania,478,2023,Raw milk of cattle,149523.8,20.0114,0.13383421234612816
Mauritius,480,2022,Raw milk of cattle,2231.0,0.1424,0.063827879874495744
Mauritius,480,2020,Raw milk of cattle,2500.0,0.1442,0.057679999999999995
Mauritius,480,2021,Raw milk of cattle,2602.0,0.14200000000000002,0.054573405073020761
Mauritius,480,2023,Raw milk of cattle,2788.0,0.1428,0.051219512195121955
Mexico,484,2022,Raw milk of cattle,13500619.64,195.5347,0.014483387075113537
