obs_idx,y_obs,y_rep_mean,y_rep_median,y_rep_p05,y_rep_p95,residual,residual_median_pred,within_90ci
85,-2.868526772197828,-1.1761864486767029,-1.3196786964020215,-4.281526655669908,1.9649255921123792,-1.6923403235211252,-1.5488480757958065,True
86,-2.601356635125759,-2.603192124357582,-2.6026612638967066,-2.665825035265879,-2.5361885310946897,0.0018354892318228622,0.0013046287709475024,True
87,-2.8711320872150057,-1.3441096042258294,-1.3452098672795783,-4.330188092746919,1.750434100014613,-1.5270224829891763,-1.5259222199354274,True
88,-2.6013885251815707,-2.604671029902826,-2.6046511888627384,-2.6677283499775264,-2.5409290507292313,0.0032825047212554637,0.003262663681167677,True
89,-2.8701690505786455,-1.2906711567453504,-1.3074675308232908,-4.573623114717049,2.045898648107363,-1.579497893833295,-1.5627015197553547,True
90,-2.597846425163689,-2.6099209947635704,-2.6106052367103074,-2.671734300471261,-2.5448365058391085,0.012074569599881624,0.01275881154661862,True
91,-2.8695976443672566,-1.3578822802970696,-1.3030490812140687,-4.5028712711375185,1.6248297204928805,-1.511715364070187,-1.566548563153188,True
92,-3.915529144757434,-3.8631049953722187,-3.8620872956319747,-3.939649581966413,-3.786029862561881,-0.05242414938521511,-0.05344184912545913,True
93,-1.006078057702935,-2.55802134225343,-2.6311097206915033,-5.595633586570033,0.4962097409233352,1.5519432845504952,1.6250316629885684,True
94,0.6928267190926939,-1.3878868680568397,-1.3727193373849333,-4.2043255302821185,1.429638341042015,2.0807135871495337,2.0655460564776273,True
95,-3.915529144757434,-3.8651065465742374,-3.8674157767262667,-3.949803558080805,-3.7932458573097287,-0.0504225981831965,-0.04811336803116717,True
96,-0.9055048029640038,-2.6367376538470753,-2.6390927069921677,-6.098844121861875,0.8824562995903202,1.7312328508830714,1.7335879040281639,True
97,0.6921220651447,-1.4295389312396,-1.3982410146197934,-4.216301870303168,1.3258603226900076,2.1216609963843,2.0903630797644936,True
98,-3.8382622219521303,-3.870995484926557,-3.8712283044116407,-3.951728094134821,-3.795848807009631,0.03273326297442658,0.03296608245951038,True
99,-0.9201138696197554,-2.592546356107071,-2.619155762004447,-5.655644028276236,0.543559684964646,1.6724324864873155,1.6990418923846917,True
100,0.7168834604587758,-1.462106974952083,-1.4145850586694038,-4.372057009656084,1.3363245287410432,2.1789904354108587,2.1314685191281795,True
101,-3.8439483964529857,-3.8762785462315197,-3.8754122048152055,-3.9519568460394097,-3.8032504645266774,0.03233014977853399,0.03146380836221985,True
102,-0.9702840513804654,-2.5537836232578464,-2.5965975759284987,-5.719572549037261,0.4670058297538524,1.583499571877381,1.6263135245480334,True
103,0.6870267084141317,-1.37030442219842,-1.3825898325534705,-4.320826827396676,1.546477040260479,2.0573311306125515,2.069616540967602,True
104,-1.092116577621096,-1.4720379661462673,-1.5050673877500613,-3.2382878626956044,0.3962655373151652,0.3799213885251713,0.4129508101289654,True
105,-2.883234926222027,-3.0356775343002824,-3.0379117416364174,-3.1273641641323606,-2.9374984920723692,0.1524426080782555,0.1546768154143905,False
106,-1.6942956201578332,-1.6895968507509127,-1.8006456745998372,-4.969504376308779,1.3812137860262323,-0.004698769406920489,0.10635005444200396,True
107,-1.0509088571008047,-0.592156104363292,-0.5877996803444905,-3.4676732398309573,2.406881203131574,-0.4587527527375127,-0.46310917675631424,True
108,-1.2027220224242834,-1.6005761646815422,-1.548817535252295,-3.3507650453759865,0.2499162255382825,0.3978541422572588,0.34609551282801165,True
109,-2.992224041611124,-3.043064422092208,-3.04408791331958,-3.1345412390095806,-2.948702457193121,0.05084038048108397,0.05186387170845608,True
110,-1.8032061022479644,-1.7180982766284212,-1.7652722605701439,-4.858615794862994,1.4241613569735765,-0.08510782561954322,-0.037933841677820546,True
111,-1.1464257084807474,-0.6519950669872889,-0.5628774234480056,-3.5204196751575254,2.4544518073479096,-0.4944306414934585,-0.5835482850327418,True
112,-1.2843725182508738,-1.51676469098634,-1.5671368437668316,-3.354063917703187,0.18600982267326743,0.23239217273546608,0.28276432551595776,True
113,-3.0729044429880634,-3.0432431988723825,-3.044884967457293,-3.1362536192624426,-2.9437013299750583,-0.02966124411568094,-0.028019475530770332,True
114,-1.8838061803633568,-1.6542929900713963,-1.783078006251193,-4.97707226456981,1.4627231144605148,-0.2295131902919605,-0.10072817411216373,True
115,-1.2137496761533164,-0.5257392042762092,-0.5780438574148979,-3.432407140132457,2.2504741178968044,-0.6880104718771072,-0.6357058187384185,True
116,-1.3523586900376563,-1.6178045440831006,-1.6105409891220814,-3.461098824799658,0.23016776194856028,0.2654458540454443,0.25818229908442514,True
117,-3.139839725883977,-3.0489360992362666,-3.0523361383174645,-3.1404763334709993,-2.950905260215221,-0.09090362664771057,-0.08750358756651266,True
